"nodeType","testGroup","testName","clusterType","consensusAlg","category","metric","value","timestamp"
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506631
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506633
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506635
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",0,1712506637
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",20967,1712506639
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",52492,1712506641
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",87447,1712506643
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",124103,1712506645
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",165129,1712506647
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",201790,1712506649
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",238584,1712506651
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",277094,1712506653
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",313497,1712506655
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",347519,1712506657
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",381937,1712506659
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",416232,1712506661
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",418079,1712506663
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",418079,1712506665
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",418079,1712506667
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",418079,1712506669
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",418079,1712506671
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",418079,1712506673
"store","W7","T2","consensus","bizur","memory","insights.store.sizeOf.total",418079,1712506675
